moduleCode,title,semesters,moduleCredit,prereqTree
FST5207,Introduction to Advanced Meat Alternatives,2,4,
FST5301A,Scientific Principles of Nutraceuticals,1,4,
FST5302,"Food, Nutrition and Health",1,4,
FST5303A,Science in Clinical Nutrition,2,4,
FT5001,Fintech Innovations for Consumers,1,2,
FT5002,Digital Transformation at Financial Institutions,1,2,
FT5003,Blockchain Innovations,2,2,
FT5004,Programming for Blockchain Applications,2,2,
FT5005,Machine Learning for Finance,2,4,
FT5007,FinTech Capstone Project,"1,2",12,
FT5008,Contemporary Topics in Blockchain Applications,2,2,
FT5009,Contemporary Topics in Financial Data Analytics,1,2,
FT5010,Algorithmic Trading Systems Design and Deployment,2,4,
FT5101,FinTech Research Immersion,1,4,
GE1101E,Geographical Journeys: Exploring World Environments,"1,2",4,
GE2101,Methods and Practices in Geography,2,4,
GE2102,"Politics, Economies And Space",2,4,
GE2103,Our Planet: An Earth System Science Perspective,2,4,
GE2215,Introduction to GIS,1,4,
GE2231,Living Space: Introducing Social and Cultural Geography,1,4,
GE3204,Cities and Regions: Planning for Change,1,4,
GE3216,Applications of GIS & Remote Sensing,1,4,GE2215:D
GE3230A,Field Studies in Geography: SE Asia,3,8,
GE3231,Natural Hazards,1,4,
GE3236,Transport and Communications,1,4,
GE3238,GIS Design and Practices,2,4,GE2215:D
GE3240,Geographical Research: Developing Ideas,2,4,
GE3241,Geographies of Social Life,1,4,
GE3247,Worlds of Work,1,4,
GE3248,Cities in Transition,2,4,
GE3249,Geographies of Life and Death,2,4,
GE3250,Nature and Society,1,4,
GE3252,Cartography and Geovisualisation,2,4,
GE3253,Weather and Climate,2,4,
GE3254,Energy Futures: Environment and Sustainability,1,4,
GE3255,"Aquatic, Riparian and Coastal Systems",1,4,
GE3256,"Earth Surface Processes, Landforms and Ecosystems",2,4,
GE3257,Financial Geographies,1,4,
GE3259,Applied Geographical Data Science,2,4,
GE3550A,GIS Internship Course,"1,2",4,GE2215:D
GE3550B,Geography Internship,"1,2",4,"{'nOf': [6, ['GE%:D']]}"
GE3551,FASS Undergraduate Research Opportunity (UROP),"1,2",4,"{'nOf': [6, ['GE%:D']]}"
GE4202,Remaking the Global Economy,1,4,"{'or': [{'nOf': [7, ['GE%:D']]}, {'nOf': [7, ['SN%:D']]}]}"
GE4202HM,Remaking the Global Economy,1,5,"{'or': [{'nOf': [7, ['GE%:D']]}, {'nOf': [7, ['SN%:D']]}]}"
GE4204,New Geographies of Urban Theory,2,4,"{'or': [{'nOf': [7, ['GE%:D']]}, {'nOf': [7, ['SN%:D']]}]}"
GE4204HM,New Geographies of Urban Theory,2,5,"{'or': [{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}, {'and': [{'nOf': [7, ['SN%:D']]}, {'nOf': [7, ['GL%:D']]}]}]}"
GE4211,Advanced Hydrology and Water Resources Management,2,4,"{'nOf': [7, ['GE%:D']]}"
GE4211HM,Advanced Hydrology and Water Resources Management,2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4213,Cultural Geographies,1,4,"{'or': [{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}, {'nOf': [7, ['SN%:D']]}]}"
GE4213HM,Cultural Geographies,1,5,"{'or': [{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}, {'nOf': [7, ['SN%:D']]}]}"
GE4214,Remote Sensing of Environment,2,4,"{'and': ['GE2215:D', {'nOf': [7, ['GE%:D']]}]}"
GE4214HM,Remote Sensing of Environment,2,5,"{'and': ['GE2215:D', {'nOf': [7, ['GE%:D']]}]}"
GE4217,Political Geographies: Space and Power,1,4,"{'nOf': [7, ['GE%:D']]}"
GE4217HM,Political Geographies: Space and Power,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4219,Development and Environment in Southeast Asia,1,4,"{'or': [{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}, {'nOf': [7, ['MS%:D']]}, {'nOf': [7, ['SE%:D']]}]}"
GE4219HM,Development and Environment in Southeast Asia,1,5,"{'or': [{'nOf': [7, ['GE%:D']]}, {'nOf': [7, ['MS%:D']]}, {'nOf': [7, ['SE%:D']]}]}"
GE4220,Field Investigation in Physical Geography,2,4,"{'nOf': [7, ['GE%:D']]}"
GE4220HM,Field Investigation in Physical Geography,2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4221,Field Investigation in Human Geography,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4221HM,Field Investigation in Human Geography,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4222,Advanced Geomorphology,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4222HM,Advanced Geomorphology,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4224,Applied Biogeography,2,4,"{'nOf': [7, ['GE%:D']]}"
GE4224HM,Applied Biogeography,2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4225,Young People and Children: Global Perspectives,1,4,"{'nOf': [7, ['GE%:D']]}"
GE4225HM,Young People and Children: Global Perspectives,1,5,"{'nOf': [7, ['GE%:D']]}"
GE4226,Mobile Spaces: Making Social Worlds,1,4,"{'nOf': [7, ['GE%:D']]}"
GE4226HM,Mobile Spaces: Making Social Worlds,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4227,"Climate Change: Processes, Impact and Responses",2,4,"{'nOf': [7, ['GE%:D']]}"
GE4227HM,"Climate Change: Processes, Impact and Responses",2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4228,Gender and the City,2,4,"{'and': [{'nOf': [7, ['GE%:D']]}, 'GE3206:D']}"
GE4228HM,Gender and the City,2,5,"{'and': [{'nOf': [7, ['GE1%', 'GE2%', 'GE3%', 'GE4%']]}, 'GE3206:D']}"
GE4230,Greater China,2,4,"{'nOf': [7, ['GE%:D']]}"
GE4230HM,Greater China,2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4231,Urban and Regional Economies,2,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4231HM,Urban and Regional Economies,2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4232,Global Political Ecologies,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4232HM,Global Political Ecologies,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4234,Environmental Change in the Tropics,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4234HM,Environmental Change in the Tropics,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4235,Urban Climates,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4235HM,Urban Climates,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4236,Geographies of Migration,1,4,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4236HM,Geographies of Migration,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4238,"The Middle East: cities, states and territory",2,4,"{'and': [{'nOf': [7, ['GE%:D']]}, 'GE1101E:D']}"
GE4238HM,"The Middle East: cities, states and territory",2,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4239,Coastal Dynamics,1,4,"{'and': [{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}, 'GE1101E:D']}"
GE4239HM,Coastal Dynamics,1,5,"{'nOf': [7, ['GE1%:D', 'GE2%:D', 'GE3%:D', 'GE4%:D']]}"
GE4401,Honours Thesis,"1,2",8,"{'or': [{'and': [{'nOf': [10, ['GE%:D']]}, 'GE3240:D']}, 'GE3240:D']}"
GE4401HM,Honours Thesis,"1,2",15,"{'or': [{'and': [{'nOf': [15, ['GE%:D']]}, 'GE3240:D']}, {'and': [{'nOf': [11, ['GE%:D']]}, 'GE3240:D']}, 'GE3240:D']}"
GE4660,Independent Study,"1,2",4,"{'nOf': [10, ['GE%:D']]}"
GE4660HM,Independent Study,"1,2",5,"{'or': [{'nOf': [15, ['GE%:D']]}, {'nOf': [11, ['GE%:D']]}]}"
GE5211,Dynamic Environments,2,4,
GE5217,Research Methods in Environmental Sciences,1,4,
GE5218,Research Methods in Human Geography,2,4,
GE5219,Spatial Programming,1,4,
GE5223,Introduction to Applied GIS,1,4,
GE5225,Thesis Planning and Implementation,2,4,
GE5226,GIS Applications,1,4,
GE5227,Internet GIS,2,4,
GE5228,Spatial Big Data and Analytics,2,4,
GE5660,Independent Study,"1,2",4,
GE6211,Spatial Data Science,2,4,GE5223:D
GE6224,Political Geography,1,4,
GE6225,GIS Research Thesis,"3,4",12,GE5225
GE6226,GIS Research Project,"3,4",8,
GE6660,Independent Study,"1,2",4,
GE6770,Graduate Research Seminar,2,4,
GEA1000,Quantitative Reasoning with Data,"1,2,3",4,
GEA1000N,Quantitative Reasoning with Data,"1,2",4,
GEC1000,Globalisation and New Media,2,4,
GEC1001,"Chinese Music, Language and Literature (in English)",2,4,
GEC1002,Nations & Nationalism in South Asia,2,4,
GEC1003,"Pirates, Oceans and the Maritime World",2,4,
GEC1004,"Samurai, Geisha, Yakuza as Self or Other",2,4,
GEC1005,Cultural Borrowing: Japan and China,1,4,
GEC1006,Understanding Consumption,1,4,
GEC1007,Geopolitics: Geographies of War & Peace,2,4,
GEC1011,Microbes which Changed Human History,2,4,
GEC1013,World Religions,2,4,
GEC1014,Social and Cultural Studies through Music,"1,2",4,
GEC1015,Public Health in Action,"1,2",4,
GEC1016,Plants and Society,2,4,
GEC1018,Names as Markers of Socio-cultural Identity,1,4,
GEC1020,Cultural Diversity in the Contemporary World,1,4,
GEC1023,Social History of the Piano,"1,2",4,
GEC1024,Ghosts and Spirits in Society and Culture,1,4,
GEC1028,Luck,1,4,
GEC1030,Metropolis: The City in World History,"1,2",4,
GEC1031,Whatever it takes? Making War on Civilians,2,4,
GEC1032,Home,2,4,
GEC1033,Maverick or Mahatma? Gandhi’s Life & Legacy,2,4,
GEC1034T,Understanding the Changing Global Economic Landscape,3,4,
GEC1035,Patrons of the Arts,"1,2",4,
GEC1039,International Relations of Asia,1,4,
GEC1040,A Culture of Sustainability,1,4,
GEC1040T,A Culture of Sustainability,3,4,
GEC1041,Crime Fiction and Film across Space & Time,2,4,
GEC1042,Fashion: East and West,1,4,
GEC1044,Chinese Medicine: Theory and Practice,1,4,
GEC1045,Forbidden Romance in Modern Times: East and West,2,4,
GEH1001,Globalisation and New Media,2,4,
GEH1005,Crime Fiction and Film across Space & Time,2,4,
GEH1006,"Chinese Music, Language and Literature (in English)",2,4,
GEH1008,Nations & Nationalism in South Asia,2,4,
GEH1009,Framing Bollywood: Unpacking The Magic,"1,2",4,
GEH1013,"Pirates, Oceans and the Maritime World",2,4,
GEH1014,"Samurai, Geisha, Yakuza as Self or Other",2,4,
GEH1015,Cultural Borrowing: Japan and China,1,4,
GEH1016,Understanding Consumption,1,4,
GEH1018,A Brief History of Science,2,4,
GEH1022,Geopolitics:Geographies of War & Peace,2,4,
GEH1024,International Relations of Asia,1,4,
GEH1025T,Global Environmental Issues,3,4,
GEH1043,Microbes which Changed Human History,2,4,
GEH1045,World Religions,2,4,
GEH1047,Social and Cultural Studies through Music,1,4,
GEH1049,Public Health in Action,"1,2",4,
GEH1050,Plants and Society,2,4,
GEH1054,Names as Markers of Socio-cultural Identity,1,4,
GEH1056,Cultural Diversity in the Contemporary World,1,4,
GEH1060,Social History of the Piano,"1,2",4,
GEH1061,Representation and Media,2,4,
GEH1062,Ghosts and Spirits in Society and Culture,1,4,
GEH1070,Chinese Medicine: Theory and Practice,1,4,
GEH1074,Luck,1,4,
GEH1077,Metropolis: The City in World History,"1,2",4,
GEH1079,Whatever it takes? Making War on Civilians,2,4,
GEI1000,Computational Thinking,1,4,
GEI1001,Computational Reasoning,"1,2",4,
GEI1002,Computers and the Humanities,"1,2",4,
GEN2000,Living Culture: Engaging Indian Communities in Singapore,1,4,
GEN2001,Theatre and Community Engagement,"1,2",4,
GEN2002X,Total Defence Project Against Threat to Community,"1,2",4,
GEN2002Y,Total Defence Project Against Threat to Community,"1,2",4,
GEN2004,"Green Communities in Action: Climate, Species, Crisis","1,2",4,
GEN2050X,Teach SG,"1,2",4,
GEN2050Y,Teach SG,"1,2,3,4",4,
GEN2060X,Reconnect SeniorsSG,"1,2,3,4",4,
GEN2060Y,Reconnect SeniorsSG,"1,2,3,4",4,
GEN2061X,Support Healthy AgeingSG,"1,2,3,4",4,
GEN2061Y,Support Healthy AgeingSG,"1,2,3,4",4,
GEN2062X,Community Activities for Seniors with SG Cares,"1,2",4,
GEN2062Y,Community Activities for Seniors with SG Cares,"1,2",4,
GEN2070X,Community Link (ComLink) Befrienders,"1,2,3,4",4,
GEN2070Y,Community Link (ComLink) Befrienders,"1,2,3,4",4,
GES1000T,Singapore Employment Law,1,4,
GES1002,Global EC Dimensions of Singapore,"1,2",4,
GES1002T,Global Economic Dimensions Of Singapore,3,4,
GES1003,Changing Landscapes of Singapore,2,4,
GES1004,The Biophysical Environment of Singapore,2,4,
GES1005,Everyday Life of Chinese Singaporeans: Past & Present (taught in English),"1,2",4,
GES1006,Singapore and India: Emerging Relations,2,4,
GES1007,South Asia in Singapore,"1,2",4,
GES1008,Ethnicity and Nation-Building: Singapore and Malaysia,"1,2",4,
GES1011,The Evolution of a Global City-State,"1,4",4,
GES1012,Popular Culture in Singapore,2,4,
GES1013,Singapore Urban History & Architecture,2,4,
GES1014,Islam and Contemporary Malay Society,"1,2",4,
GES1015,Singapore and Japan: Historical and Contemporary Relationships,2,4,
GES1019,Managing Singapore's Built Environment,1,4,
GES1020,Western Music within a Singaporean Context,"1,2",4,
GES1021,Natural Heritage of Singapore,1,4,
GES1023,Representing Singapore,1,4,
GES1024,Real Estate Development & Investment Law,1,4,
GES1026,Urban Planning in Singapore,1,4,
GES1028,Singapore Society,"1,2",4,
GES1029,Singapore Film: Performance of Identity,2,4,
GES1030,Singapore and the Sea,1,4,
GES1031,Culture and Communication in Singapore,2,4,
GES1034,We the Citizens - Understanding Singapore’s Politics,1,4,
GES1035,Singapore: Imagining the Next 50 Years,"1,2",4,
GES1037,A History of Singapore in Ten Objects,4,4,
GES1037T,A History of Singapore in Ten Objects,3,4,
GES1038,La Kopi: Forging of the Chinese Singaporean Community,2,4,
GES1039,Cultural Performances and Practices in Singapore,1,4,
GES1041,Everyday Ethics in Singapore,"1,2",4,
GESS1000,Global EC Dimensions of Singapore,"1,2",4,
GESS1000T,Global EC Dimensions of Singapore,3,4,
GESS1001,Changing Landscapes of Singapore,2,4,
GESS1002,The Biophysical Environment of Singapore,2,4,
GESS1003,Everyday Life of Chinese Singaporeans: Past & Present (taught in English),"1,2",4,
GESS1004,Singapore and India: Emerging Relations,2,4,
GESS1005,South Asia in Singapore,"1,2",4,
GESS1006,Ethnicity and Nation-Building: Singapore and Malaysia,"1,2",4,
GESS1009,The Evolution of a Global City-State,"1,4",4,
GESS1010,Popular Culture in Singapore,2,4,
GESS1011,Singapore Urban History & Architecture,2,4,
GESS1012,Islam and Contemporary Malay Society,"1,2",4,
GESS1013,Singapore and Japan: Historical and Contemporary Relationships,2,4,
GESS1014,Managing Singapore's Built Environment,1,4,
GESS1015,Western Music within a Singaporean Context,"1,2",4,
GESS1016,Natural Heritage of Singapore,1,4,
GESS1017,Representing Singapore,1,4,
GESS1018,Real Estate Development & Investment Law,1,4,
GESS1019,Urban Planning in Singapore,1,4,
GESS1020,Singapore Society,"1,2",4,
GESS1021,Singapore Film: Performance of Identity,2,4,
GESS1022,Culture and Communication in Singapore,2,4,
GESS1024,We the Citizens - Understanding Singapore’s Politics,1,4,
GESS1025,Singapore: Imagining the Next 50 Years,"1,2",4,
GESS1026T,A History of Singapore in Ten Objects,3,4,
GESS1027,La Kopi: Forging of the Chinese Singaporean Community,2,4,
GESS1028,Cultural Performances and Practices in Singapore,1,4,
GESS1029,Everyday Ethics in Singapore,"1,2",4,
GESS1035,Singapore and the Sea,1,4,
GESS1036,Singapore Employment Law and Policies,2,4,
GESS1036T,Singapore Employment Law and Policies,1,4,
GESS1037,Gender and Sexuality: A Singaporean History,1,4,
GET1002,Bridging East and West: Exploring Chinese Communication,1,4,
GET1003,Home,2,4,
GET1008,Public Speaking and Critical Reasoning,"1,2",4,
GET1009,Maverick or Mahatma? Gandhi’s Life & Legacy,2,4,
GET1016T,Understanding The Changing Global Economic Landscape,3,4,
GET1019,Patrons of the Arts,"1,2",4,
GET1020,Darwin and Evolution,"1,2",4,
GET1020T,Darwin and Evolution,2,4,
GET1022,Understanding Your Brain,2,4,
GET1022T,Understanding Your Brain,3,4,
GET1023,Thinking Like An Economist,2,4,
GET1025,Science Fiction and Philosophy,1,4,
GET1026,Effective Reasoning,1,4,
GET1028,Logic,"1,2",4,
GET1029,"Life, the Universe, and Everything","1,2",4,
GET1030,Computers and the Humanities,"1,2",4,
GET1031,Computational Thinking,1,4,
GET1039,"What, When and Where is Art?",1,4,
GET1040,Communicating about the Arts,2,4,
GET1041,Disney and the Theme Park World,2,4,
GET1044,Hollywood Cinema: Constructing the Realistic,"1,3",4,
GET1046,I Do Not Think Therefore I Am,2,4,
GET1050,Computational Reasoning,"1,2",4,
GEX1000,Framing Bollywood: Unpacking The Magic,"1,2",4,
GEX1000T,Framing Bollywood: Unpacking The Magic,3,4,
GEX1001,Representation and Media,2,4,
GEX1004,Bridging East and West: Exploring Chinese Communication,1,4,
GEX1005,Public Speaking and Critical Reasoning,"1,2",4,
GEX1007,Darwin and Evolution,"1,2",4,
GEX1007T,Darwin and Evolution,2,4,
GEX1009,Understanding Your Brain,2,4,
GEX1009T,Understanding Your Brain,3,4,
GEX1010,Thinking Like An Economist,2,4,
GEX1011,Science Fiction and Philosophy,1,4,
GEX1012,Effective Reasoning,1,4,
GEX1014,Logic,"1,2",4,
GEX1015,"Life, the Universe, and Everything","1,2",4,
GEX1021,"What, When and Where is Art?",1,4,
GEX1022,Communicating about the Arts,2,4,
GEX1023,Disney & the Theme Park World,2,4,
GEX1024T,"Universe, Big Bang, and Unsolved Mysteries",3,4,
GEX1026,I Do Not Think Therefore I Am,2,4,
GEX1031,Hollywood Cinema: Constructing the Realistic,"1,3",4,
GL1101E,Global Issues,"1,2",4,
GL2101,Origins of the Modern World,2,4,GL1101E:D
GL2102,Global Political Economy,"1,2",4,GL1101E:D
GL2103,Global Governance,2,4,GL1101E:D
GL2104,Inquiry and Method,1,4,"{'nOf': [4, ['GL1101E:D', 'GL2101:D', 'GL2102:D', 'GL2103:D']]}"
GL3201,Doing Global Visual Culture,1,4,GL1101E:D
GL3203,Global Socio-environmental Entanglements,2,4,GL1101E:D
GL3550,Global Studies Internship,"1,2,3,4",4,"{'and': [{'nOf': [7, ['GL%:D']]}, 'GL1101E:D', {'or': ['GL2101:D', 'GL2102:D', 'GL2103:D']}]}"
GL3551,FASS Undergraduate Research Opportunity,"1,2",4,"{'nOf': [7, ['GL%:D']]}"
GL4101,Research in Global Issues,1,4,"{'or': ['GL2104:D', 'SC2101:D']}"
GL4101HM,Research in Global Issues,1,5,"{'or': ['GL2104:D', 'SC2101:D']}"
GL4102,Task Force,2,4,GL4101:D
GL4102HM,Task Force,2,5,"{'or': [{'and': ['GL4101:D', {'nOf': [7, ['GL%:D']]}]}, 'GL4101:D']}"
GL4401,Honours Thesis,"1,2",8,"{'nOf': [10, ['GL%:D']]}"
GL4401HM,Honours Thesis,"1,2",15,"{'nOf': [13, ['GL%:D']]}"
GL4660,Independent Study,"1,2",4,"{'nOf': [10, ['GL%:D']]}"
GL4660HM,Independent Study,"1,2",5,"{'nOf': [13, ['GL%:D']]}"
GL4881A,"Colonial, Anticolonial and Postcolonial Globalizations",1,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}, {'nOf': [7, ['SC%:D']]}]}"
GL4881AHM,"Colonial, Anticolonial and Postcolonial Globalizations",1,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['SC%:D']]}, 'PS%:D']}"
GL4882B,Contested Globalisation: Resistance and Resilience,1,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4882BHM,Contested Globalisation: Resistance and Resilience,1,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4882D,Global Corporations and Power,1,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4882DHM,Global Corporations and Power,1,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4883A,Conflict and Natural Resources,2,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4883AHM,Conflict and Natural Resources,2,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4883B,Climate Justice,1,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4883BHM,Climate Justice,1,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4883C,Social Experiences of Disaster,2,4,"{'or': [{'nOf': [7, ['GL%:D']]}, 'PS%:D']}"
GL4883CHM,Social Experiences of Disaster,2,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4884A,Glocal Media Worlds,1,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4884AHM,Glocal Media Worlds,1,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4884B,Living with Infrastructure,2,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4884BHM,Living with Infrastructure,2,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'nOf': [7, ['PS%:D']]}]}"
GL4885B,Transnational Environmental Campaigns,2,4,"{'nOf': [7, ['GL%:D']]}"
GL4885BHM,Transnational Environmental Campaigns,2,5,"{'nOf': [7, ['GL%:D']]}"
GL4886B,The International Refugee Regime,2,4,"{'or': [{'nOf': [7, ['GL%:D']]}, {'and': [{'nOf': [7, ['PS%:D']]}, 'GL1101E:D']}]}"
GL4886BHM,The International Refugee Regime,2,5,"{'or': [{'nOf': [7, ['GL%:D']]}, {'and': [{'nOf': [7, ['PS%:D']]}, 'GL1101E:D']}]}"
GMS1000,The Duke-NUS Premed Course,2,4,
GMS5003,Fundamentals of Health Products Regulation,1,4,
GMS5005,Regulation of Advanced Therapies,2,4,
GMS5106,Regulation of Digital Health Products,1,4,
GMS5114,Post-Market for Medical Technologies,2,4,
GMS5116,Post-Market Activities for Pharmaceuticals,1,4,
GMS5148,Product Development & Manufacturing of IVD and SaMD,"1,2",4,
GMS5149,Regulatory Requirements of IVD and SaMD,"1,2",4,
GMS5151,Project Evaluation in Global Health,2,4,
GMS5191,Business Model Validation and Healthcare Innovation,2,4,BMA5905
GMS5201,Implementation Science for Health Services,2,4,
GMS5202,Research Methods for Health Services,1,4,
GMS5203,"Health Technology Assessment, Cost-Effectiveness and Decision-making",2,4,
GMS5204,Data Science + Healthcare,1,4,
GMS5221,Introduction to Health Econometrics,2,4,
GMS5222,Introduction to Health Economic Modelling,2,4,
GMS5301,Principles of Learning & Teaching in the Professions,2,1,
GMS5302,Principles and Applications of Technology Enhance Learning,"1,2",1,
GMS5311,Fundamentals of Simulation-based Education in Health Professions Education,"1,2",1,
GMS5312,Immersive Learning,"1,2",1,
GMS5313,Serious games: Applications in healthcare,"1,2",1,
GMS5314,Learning Analytics and Student Performance,"1,2",1,"{'and': ['GMS5301', 'GMS5302']}"
GMS5315,Implementing Online Assessments,1,1,
GMS5401,Understanding the fundamentals of Qualitative Methods,2,1,
GMS5402,Collecting Qualitative Data,2,1,
GMS5403,Analysing Qualitative Data,2,1,
GMS5404,Disseminating Qualitative Scholarship,2,1,
GMS5501,Basics in Genetics and Genetic Testing,1,1,
GMS5502,Application of Clinical Genetics,1,1,
GMS5503,The role and application of Genetic Counselling,1,1,
GMS5504,The application and use of genetic counselling - a practical approach,1,1,
